지방청,관서,검거건수(2014년)
전북,전북진안경찰서,369
전북,전북장수경찰서,344
전북,전북무주경찰서,523
전남,전남지방경찰청,378
전남,전남목포경찰서,"9,054"
전남,전남여수경찰서,"7,789"
전남,전남순천경찰서,"8,199"
전남,전남나주경찰서,"2,646"
전남,전남광양경찰서,"4,099"
전남,전남고흥경찰서,"1,249"
전남,전남해남경찰서,"1,688"
전남,전남무안경찰서,"1,835"
전남,전남장흥경찰서,"1,055"
전남,전남보성경찰서,998
전남,전남영광경찰서,"1,469"
전남,전남화순경찰서,"1,350"
전남,전남함평경찰서,688
전남,전남영암경찰서,"1,802"
전남,전남장성경찰서,"1,017"
전남,전남강진경찰서,907
전남,전남담양경찰서,"1,285"
전남,전남곡성경찰서,668
전남,전남완도경찰서,"1,340"
전남,전남진도경찰서,783
전남,전남구례경찰서,728
경북,경북지방경찰청,466
경북,경북경주경찰서,"7,468"
경북,경북포항북부경찰서,"7,604"
경북,경북포항남부경찰서,"6,440"
경북,경북구미경찰서,"13,308"
경북,경북경산경찰서,"6,031"
경북,경북안동경찰서,"4,117"
경북,경북김천경찰서,"3,153"
경북,경북영주경찰서,"2,754"
경북,경북영천경찰서,"2,671"
경북,경북상주경찰서,"2,357"
경북,경북문경경찰서,"1,554"
경북,경북칠곡경찰서,"3,511"
경북,경북의성경찰서,"1,090"
경북,경북청도경찰서,915
경북,경북영덕경찰서,940
경북,경북울진경찰서,"1,269"
경북,경북봉화경찰서,613
경북,경북예천경찰서,751
경북,경북성주경찰서,"1,220"
경북,경북청송경찰서,634
경북,경북영양경찰서,313
경북,경북군위경찰서,453
경북,경북고령경찰서,878
경북,경북울릉경찰서,181
경남,경남지방경찰청,628
경남,경남창원중부경찰서,"6,364"
경남,경남창원서부경찰서,"5,184"
경남,경남마산중부경찰서,"4,711"
경남,경남마산동부경찰서,"5,812"
경남,경남진주경찰서,"9,297"
경남,경남김해중부경찰서,"10,003"
경남,경남김해서부경찰서,"6,543"
경남,경남거제경찰서,"7,541"
경남,경남양산경찰서,"6,837"
경남,경남진해경찰서,"3,892"
경남,경남통영경찰서,"4,514"
경남,경남사천경찰서,"3,777"
경남,경남밀양경찰서,"2,806"
경남,경남거창경찰서,"1,251"
경남,경남합천경찰서,956
경남,경남창녕경찰서,"1,535"
경남,경남고성경찰서,"1,975"
경남,경남하동경찰서,"1,025"
경남,경남남해경찰서,"1,022"
경남,경남함양경찰서,808
경남,경남산청경찰서,723
경남,경남함안경찰서,"1,623"
경남,경남의령경찰서,628
제주,제주지방경찰청,346
제주,제주동부경찰서,"9,625"
제주,제주서부경찰서,"7,610"
제주,제주서귀포경찰서,"5,691"
