지방청,관서,발생건수(2014년)
충남,충남천안동남경찰서,"10,949"
충남,충남서산경찰서,"6,864"
충남,충남논산경찰서,"4,300"
충남,충남아산경찰서,"8,412"
충남,충남공주경찰서,"3,591"
충남,충남보령경찰서,"3,999"
충남,충남당진경찰서,"5,158"
충남,충남세종경찰서,"3,484"
충남,충남홍성경찰서,"2,875"
충남,충남예산경찰서,"2,142"
충남,충남부여경찰서,"1,771"
충남,충남서천경찰서,"1,440"
충남,충남금산경찰서,"1,515"
충남,충남청양경찰서,757
전북,전북지방경찰청,1
전북,전북전주완산경찰서,"11,307"
전북,전북전주덕진경찰서,"9,754"
전북,전북군산경찰서,"10,152"
전북,전북익산경찰서,"9,678"
전북,전북정읍경찰서,"3,313"
전북,전북남원경찰서,"2,286"
전북,전북김제경찰서,"2,477"
전북,전북완주경찰서,"2,147"
전북,전북고창경찰서,"1,346"
전북,전북부안경찰서,"1,565"
전북,전북임실경찰서,556
전북,전북순창경찰서,544
전북,전북진안경찰서,424
전북,전북장수경찰서,408
전북,전북무주경찰서,684
전남,전남목포경찰서,"11,875"
전남,전남여수경찰서,"9,730"
전남,전남순천경찰서,"10,541"
전남,전남나주경찰서,"3,255"
전남,전남광양경찰서,"5,096"
전남,전남고흥경찰서,"1,551"
전남,전남해남경찰서,"1,945"
전남,전남무안경찰서,"2,353"
전남,전남장흥경찰서,"1,257"
전남,전남보성경찰서,"1,134"
전남,전남영광경찰서,"1,646"
전남,전남화순경찰서,"1,664"
전남,전남함평경찰서,840
전남,전남영암경찰서,"2,308"
전남,전남장성경찰서,"1,223"
전남,전남강진경찰서,"1,111"
전남,전남담양경찰서,"1,458"
전남,전남곡성경찰서,870
전남,전남완도경찰서,"1,570"
전남,전남진도경찰서,940
전남,전남구례경찰서,830
경북,경북지방경찰청,1
경북,경북경주경찰서,"9,743"
경북,경북포항북부경찰서,"9,255"
경북,경북포항남부경찰서,"7,970"
경북,경북구미경찰서,"17,830"
경북,경북경산경찰서,"7,956"
경북,경북안동경찰서,"5,379"
경북,경북김천경찰서,"4,219"
경북,경북영주경찰서,"3,149"
경북,경북영천경찰서,"3,287"
경북,경북상주경찰서,"2,884"
경북,경북문경경찰서,"2,006"
경북,경북칠곡경찰서,"4,565"
경북,경북의성경찰서,"1,198"
경북,경북청도경찰서,"1,148"
경북,경북영덕경찰서,"1,168"
경북,경북울진경찰서,"1,464"
경북,경북봉화경찰서,669
경북,경북예천경찰서,843
경북,경북성주경찰서,"1,466"
경북,경북청송경찰서,708
경북,경북영양경찰서,324
경북,경북군위경찰서,483
경북,경북고령경찰서,"1,036"
경북,경북울릉경찰서,187
경남,경남창원중부경찰서,"8,273"
경남,경남창원서부경찰서,"7,009"
경남,경남마산중부경찰서,"5,826"
경남,경남마산동부경찰서,"7,670"
경남,경남진주경찰서,"10,879"
경남,경남김해중부경찰서,"12,337"
경남,경남김해서부경찰서,"8,578"
경남,경남거제경찰서,"9,588"
경남,경남양산경찰서,"9,032"
경남,경남진해경찰서,"5,124"
경남,경남통영경찰서,"5,853"
경남,경남사천경찰서,"4,706"
경남,경남밀양경찰서,"3,448"
경남,경남거창경찰서,"1,668"
경남,경남합천경찰서,"1,061"
경남,경남창녕경찰서,"1,918"
경남,경남고성경찰서,"2,119"
경남,경남하동경찰서,"1,245"
경남,경남남해경찰서,"1,244"
경남,경남함양경찰서,945
경남,경남산청경찰서,888
경남,경남함안경찰서,"2,097"
경남,경남의령경찰서,745
제주,제주지방경찰청,2
제주,제주동부경찰서,"12,989"
제주,제주서부경찰서,"10,569"
제주,제주서귀포경찰서,"7,694"
